"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","subbasin","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","ranunculus_aquatilis","potamogeton_pusillus","myriophyllum_sibiricum","nelumbo_lutea","utricularia_vulgaris","brasenia_schreberi","najas_guadalupensis","lemna_sp","najas_sp","latitude","longitude","potamogeton_gramineus","lake_name","utricularia_sp","wolffia_columbiana","nuphar_advena","eleocharis_acicularis","characeae_taxa","spirogyra_sp","lemnaceae_taxa","NA_STA_NBR","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","29","3","3.28",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","30","2","4.92",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","31",NA,"6.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","32",NA,"6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","33","3","3.94",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","34","2","3.61",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","35","2","4.59",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","36","1","4.59",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","37","3","2.62",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","38","2","3.28",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","39","2","2.3",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","40","v","1.64",NA,NA,"v","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","41","2","2.62",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","42","3","2.95",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","43","1","2.3",NA,"v","v","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","44","2","2.3",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62004700","2024-08-14","5","2025-01-09 10:39:40.848143","Justin Townsend, Alexis Lipstein","45","1","2.62",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","1","1","0.98",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,44.9995993192598,-93.117713807929,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","2",NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9990410589175,-93.1181257298855,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","3","1","2.3","1",NA,"V",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0009818207417,-93.1156911401787,NA,NA,NA,NA,NA,NA,"1",NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","4","1","5.58",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0004235678003,-93.1161030916705,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","5","1","6.56","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9998653133264,-93.1165150351696,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","6","1","10.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9993070573201,-93.1169269706763,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","7","1","8.2",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9987487997814,-93.1173388981909,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","8","1","5.25","V",NA,NA,NA,"1","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9981905407105,-93.1177508177138,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","9",NA,"10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0006895449464,-93.1149042942445,NA,NA,NA,NA,NA,NA,"1",NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","10",NA,"24.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.000131294809,-93.1153162512942,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","11",NA,"31.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9995730431389,-93.1157282003511,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","12",NA,"32.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9990147899363,-93.1161401414156,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","13",NA,"20.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9984565352013,-93.116552074488,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","14","2","10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9978982789338,-93.1169639995686,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","15",NA,"5.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.000397263707,-93.1141174563033,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","16",NA,"33.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9998390163735,-93.1145294189106,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","17",NA,"46.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9992807675073,-93.1149413735251,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","18",NA,"44.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9987225171085,-93.1153533201471,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","19",NA,"23.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9981642651771,-93.115765258777,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","20","1","2.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9976060117132,-93.116177189415,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","21",NA,"37.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0001049770236,-93.1133306263552,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","22","1","11.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9995467324942,-93.1137425945198,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","23",NA,"46.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9989884864319,-93.1141545546915,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","24",NA,"38.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9984302388368,-93.1145665068707,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","25",NA,"8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9978719897092,-93.1149784510578,NA,NA,NA,NA,NA,NA,"1",NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","26",NA,"12.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9998126848964,-93.1125438044004,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","27",NA,"38.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.999254443171,-93.1129557781219,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","28",NA,"46.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9986961999127,-93.1133677438505,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","29",NA,"44.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9981379551215,-93.1137797015866,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","30",NA,"27.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9975797087976,-93.1141916513304,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","31",NA,"8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9995203873255,-93.1117569904386,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","32",NA,"38.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9989621484042,-93.1121689697168,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","33",NA,"45.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9984039079499,-93.112580941002,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","34",NA,"46.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9978456659626,-93.1129929042946,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","35",NA,"36.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9972874224425,-93.113404859595,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","36",NA,"5.25",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9967291773897,-93.1138168069034,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","37",NA,"13.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9992280843112,-93.1109701844702,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","38",NA,"35.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.998669848194,-93.1113821693046,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Capitol Region Watershed District","eoneill@capitolregionwd.org","62005400","2024-06-11","5","2025-01-09 10:52:11.6728","Justin Townsend, Alexis Lipstein","39",NA,"52.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9981116105437,-93.1117941461461,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
