"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","whole_rake_density","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_natans","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","subbasin","potamogeton_robbinsii","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","ranunculus_aquatilis","potamogeton_pusillus","nitella_sp","myriophyllum_sibiricum","potamogeton_amplifolius","nelumbo_lutea","zannichellia_palustris","utricularia_vulgaris","brasenia_schreberi","najas_guadalupensis","typha_sp","lythrum_salicaria","latitude","longitude","aquatic_moss","potamogeton_friesii","potamogeton_gramineus","sagittaria_sp","lake_name","bidens_beckii","sparganium_sp","zizania_sp","wolffia_columbiana","plant_height","eleocharis_acicularis","schoenoplectus_acutus","sagittaria_latifolia","phragmites_australis","sagittaria_graminea","drepanocladus_sp","sparganium_eurycarpum","ceratophyllum_echinatum","utricularia_minor","riccia_sp","potamogeton_strictifolius","myriophyllum_verticillatum","surface_growth","equisetum_fluviatile","fontinalis_antipyretica","heteranthera_dubia.1","utricularia_geminiscapa","nuphar_sp","nymphaea_sp","multipartsurvey","percent_biovolume","plant_height.1","persicaria_amphibia.1","ranunculus_aquatilis.1","NA_STA_NBR","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128407",NA,"3","4.9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96885,-93.32311,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128408",NA,"4","3.9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96867,-93.32286,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128409",NA,"4","5.9","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96868,-93.32311,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128410",NA,"4","5.9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96616,-93.32513,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128411",NA,"0","14.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96867,-93.32335,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128412",NA,"0","1.6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.9685,-93.32263,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128413",NA,"4","4.3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96849,-93.32287,NA,"0","0","0","brownie","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128414",NA,"0","20.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96849,-93.32312,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128415",NA,"0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96849,-93.32335,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128416",NA,"3","5.2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96831,-93.32284,NA,"0","0","0","brownie","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128417",NA,"0","45.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96831,-93.32311,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128418",NA,"4","4.9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96813,-93.32287,NA,"0","0","0","brownie","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128419",NA,"0","32.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96813,-93.32313,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128420",NA,"4","7.5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96795,-93.32312,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128421",NA,"2","11.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96633,-93.32514,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128422",NA,"0","32.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96795,-93.32338,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128423",NA,"3","3.3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96778,-93.32315,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","1","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128424",NA,"1","8.2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96778,-93.32336,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128425",NA,"3","3","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96761,-93.32342,NA,"0","0","0","brownie","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128426",NA,"0","9.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96759,-93.32364,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","1","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128427",NA,"0","11.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96741,-93.32386,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128428",NA,"2","3.3","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96722,-93.32385,NA,"0","0","0","brownie","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128429",NA,"0","23.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96722,-93.32412,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128430",NA,"2","3.9","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96707,-93.3239,NA,"0","0","0","brownie","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128431",NA,"0","13.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96706,-93.32411,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128432",NA,"0","12.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96648,-93.32514,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128433",NA,"3","3.3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96686,-93.32412,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128434",NA,"0","13.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96686,-93.32436,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128435",NA,"0","34.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96687,-93.32463,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128436",NA,"3","4.6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96668,-93.32438,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128437",NA,"0","17.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96667,-93.32464,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128438",NA,"3","2.6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44.9665,-93.32438,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128439",NA,"3","5.9","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96649,-93.32464,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128440",NA,"1","4.3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96633,-93.32464,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128441",NA,"0","26.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96777,-93.32361,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003800","2015-08-11","4",NA,"James Johnson","128442",NA,"0","39.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96813,-93.32337,NA,"0","0","0","brownie","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128531",NA,"2","9.2","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96554,-93.32182,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128532",NA,"3","5.2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96468,-93.31986,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128533",NA,"0","12.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96333,-93.32358,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128534",NA,"0","17.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96379,-93.32349,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128535",NA,"1","13.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96421,-93.32338,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128536",NA,"0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96469,-93.32338,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128537",NA,"0","15.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96511,-93.32341,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128538",NA,"1","8.9","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96553,-93.323,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128539",NA,"1","10.8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96558,-93.32241,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128540",NA,"1","3.6","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96558,-93.32241,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128541",NA,"3","8.9","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96424,-93.31986,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128542",NA,"0","13.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96388,-93.3198,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","1","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128543",NA,"2","7.2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.9638,-93.3192,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128544",NA,"1","6.6","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96422,-93.31924,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128545",NA,"1","3.6","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96468,-93.31924,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128546",NA,"0","2.6","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96468,-93.31859,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128547",NA,"2","4.6","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96424,-93.31861,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128548",NA,"1","5.6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96376,-93.31861,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Freshwater Scientific Services",NA,"27003900","2015-06-24","4",NA,"James Johnson","128549",NA,"2","3.9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44.96425,-93.31793,NA,"0","0","0","cedar","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
