"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","fontinalis_sp","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","subbasin","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","potamogeton_sp","ranunculus_aquatilis","potamogeton_pusillus","nitella_sp","myriophyllum_sibiricum","elodea_sp","potamogeton_amplifolius","nelumbo_lutea","zannichellia_palustris","brasenia_schreberi","najas_guadalupensis","typha_sp","najas_sp","latitude","longitude","potamogeton_epihydrus","lake_name","utricularia_sp","unk_sp","wolffia_columbiana","nuphar_advena","no_veg_found","potamogeton_perfoliatus","substrate","potamogeton_obtusifolius","phalaris_arundinacea","unk_sp.1","algae.1","nuphar_sp","nymphaea_sp","eleocharis_sp","poaceae_taxa","potamogeton_diversifolius","spirodela_sp","vallisneria_sp","potamogeton_sp.1","spirodela_polyrrhiza.1","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","61","0","4.099999905",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01808703,-93.07560688,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","62","0","14",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01761739,-93.07564051,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","63","0","15",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01709029,-93.0756481,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","64","0","2.5",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01711604,-93.07607932,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","65","1","1.200000048",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"2",NA,NA,NA,NA,NA,"2",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01763665,-93.07600662,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","66","1","1.700000048",NA,NA,"1",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01655218,-93.07616638,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","67","1","4.900000095",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01658505,-93.07566184,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","68","2","1.399999976",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01492791,-93.0657366,NA,"gervais",NA,"4",NA,NA,NA,NA,"soft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","69","3","3",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01493405,-93.06637878,NA,"gervais",NA,"1",NA,NA,NA,NA,"soft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","70","1","3.700000048",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01541557,-93.06637934,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","71","2","2.700000048",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01539505,-93.06717144,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","72","0","2.900000095",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"3",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01598823,-93.06639919,NA,"gervais",NA,"0",NA,NA,NA,NA,"soft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","73","3","2.599999905",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"3",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01655044,-93.06636188,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","74","5","3.299999952",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01599038,-93.06713185,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","75","0","3.900000095",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01653693,-93.06720588,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","76","1","3.700000048",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01652985,-93.0679216,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","77","0","0.800000012",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"3",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01609278,-93.06801497,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","78","0","1.399999976",NA,NA,"0",NA,NA,NA,"3",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"3",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01602082,-93.06865707,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","79","2","4.5",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01653487,-93.06867603,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","80","5","4.599999905",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01707433,-93.06870704,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","81","1","3.299999952",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"4",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01706827,-93.06796392,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","82","1","3.400000095",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01706225,-93.0672108,NA,"gervais",NA,"0",NA,NA,NA,NA,"soft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","83","5","1.799999952",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"3",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01705486,-93.06650363,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","84","5","1.700000048",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01758263,-93.06652744,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","85","1","3.299999952",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01762778,-93.06721557,NA,"gervais",NA,"0",NA,NA,NA,NA,"soft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","86","5","1.200000048",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"4",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.0180631,-93.0672468,NA,"gervais",NA,"1",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","87","0","3.700000048",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01765929,-93.06787018,NA,"gervais",NA,"0",NA,NA,NA,NA,"soft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","88","0","2.599999905",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01764081,-93.06876036,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","89","0","19",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01762678,-93.06951265,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","90","0","14",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01713877,-93.06947537,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","91","0","2.099999905",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01799121,-93.06945805,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","92","0","13",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01871595,-93.07014746,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","93","0","1",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.0186772,-93.06967034,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","94","1","4.300000191",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.0191819,-93.0695176,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","95","2","6.199999809",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01924652,-93.07025165,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","96","1","3.5",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01977135,-93.0702399,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","97","5","5.699999809",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"3",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01972624,-93.06952423,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","98","0","1.799999952",NA,NA,"2",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01920781,-93.06883291,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","99","0","14",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01985204,-93.06878781,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","100","0","2.900000095",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01977505,-93.06799294,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","101","0","0.100000001",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.01933893,-93.06823097,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","102","0","1.399999976",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.0199252,-93.06731339,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","103","0","3.5",NA,NA,"0",NA,NA,NA,"0",NA,"0","1",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.02030917,-93.06722209,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","104","0","20",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.02036732,-93.06791944,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","105","0","20",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.02085916,-93.06717472,NA,"gervais",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","106","0","2",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"2",NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.02085607,-93.06645837,NA,"gervais",NA,"0",NA,NA,NA,NA,"medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000700","2008-08-25","5","3/31/2023 20:05","Simba Blood","107","2","8.699999809",NA,NA,"0",NA,NA,NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,45.02139163,-93.06638467,NA,"gervais",NA,"0",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
