"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","subbasin","potamogeton_robbinsii","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","ranunculus_aquatilis","potamogeton_pusillus","myriophyllum_sibiricum","potamogeton_amplifolius","brasenia_schreberi","lemna_sp","najas_sp","latitude","longitude","eleocharis_acicularis","utricularia_macrorhiza","nitella_mucronata","myriophyllum_spicatum_x_sibiricum","riccia_fluitans","characeae_taxa","MISSING_LAT","MISSING_LONG"
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","102","1","5.25",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","103",NA,"3.94","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","104","1","6.56","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","105","1","4.27","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","106","2","2.95","1","1",NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","107","1","2.95","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","108","2","2.3","1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","109","1","1.31","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","110","1","1.31","1","2",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","111","3","2.62","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","112","1","2.62","2",NA,"v","1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","113","2","1.97","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-06-27","3","2025-02-11 11:51:55.035165","Unnamed hardworking surveyor(s)","114","1","5.91","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","2","1","2.62",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","3",NA,"2.62",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","4","1","3.28",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"2",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","5","1","3.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","6",NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","7","1","1.97",NA,NA,NA,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","8","1","1.97",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","9","1","2.3",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","10","1","1.64",NA,"1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","11","1","1.64",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","12","1","1.64",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","13","1","1.64",NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","14","2","2.95",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","15","1","2.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","16","1","1.64",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"3",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","17","1","1.64",NA,NA,NA,"1","2",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","18","1","2.62",NA,NA,NA,"1","1",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","19","1","3.28",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","20","2","2.3","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","21","2","2.62",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","22","1","3.28",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","23","1","2.62",NA,"1",NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","24","1","4.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","25","2","4.27",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","26",NA,"4.59",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","27",NA,"6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","28",NA,"5.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","29","1","6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","30","1","3.61",NA,"1",NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","31","1","2.62",NA,NA,NA,"1","2",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","32","2","1.64",NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","33","2","1.64",NA,NA,NA,"1","2",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","34",NA,"3.28",NA,"1",NA,"1","2",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","35","1","5.91",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","36","1","7.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","37","1","5.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","38","1","6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","39",NA,"5.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","40",NA,"5.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","41","1","6.23",NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","42","1","5.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","43",NA,"3.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","44","1","3.28",NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","45","1","5.91",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","46",NA,"6.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","47","1","6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","48","1","6.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","49",NA,"8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","50",NA,"8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Ramsey County Parks and Recreation","alexis.lipstein@co.ramsey.mn.us","62000600","2024-07-24","3","2025-02-11 11:55:16.62975","Unnamed hardworking surveyor(s)","51",NA,"7.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
