SUBMITTER_NAME,SUBMITTER_EMAIL,DOW,SURVEY_START,RAKE_MAX,SUBMIT_TIME,SURVEYORS,sta_nbr,whole_rake_density,ceratophyllum_demersum,depth_ft,potamogeton_crispus,elodea_canadensis,stuckenia_pectinata,lemna_trisulca,nymphaea_odorata,nitellopsis_obtusa,myriophyllum_spicatum,chara_sp,potamogeton_natans,potamogeton_illinoensis,potamogeton_zosteriformis,vallisneria_americana,potamogeton_praelongus,potamogeton_richardsonii,najas_flexilis,heteranthera_dubia,fontinalis_sp,spirodela_polyrrhiza,lemna_minor,nuphar_variegata,algae,subbasin,potamogeton_robbinsii,potamogeton_nodosus,wolffia_sp,potamogeton_foliosus,tolypella_intricata,potamogeton_sp,ranunculus_aquatilis,potamogeton_pusillus,nitella_sp,myriophyllum_sibiricum,elodea_sp,potamogeton_amplifolius,nelumbo_lutea,zannichellia_palustris,utricularia_vulgaris,brasenia_schreberi,najas_guadalupensis,utricularia_gibba,elodea_nuttallii,chara_globularis,typha_sp,najas_sp,latitude,longitude,potamogeton_amplifolius.1,aquatic_moss,nitella_flexilis,veronica_catenata,schoenoplectus_tabernaemontani,potamogeton_friesii,utricularia_intermedia,potamogeton_gramineus,sagittaria_sp,lake_name,bidens_beckii,utricularia_sp,zizania_palustris,lychnothamnus_barbatus,zizania_sp,wolffia_columbiana,nuphar_advena,azolla_microphylla,utricularia_macrorhiza,scirpus_sp,sagittaria_latifolia,stuckenia_filiformis,cladophora_sp,persicaria_amphibia,bolboschoenus_fluviatilis,nymphaea_sp,multipartsurvey,potamogeton_sp.1,NA_STA_NBR,DUPE_STA_NBR,MISSING_LAT,MISSING_LONG
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",130,0,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69204308,-93.38686787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",131,1,1,6.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69149394,-93.38686422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",132,3,2,1.64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69094481,-93.38686056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",133,4,4,1.64,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69424222,-93.38611264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",134,3,3,1.97,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69369309,-93.38610899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",135,5,5,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69314395,-93.38610534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",136,0,NA,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69259482,-93.38610169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",137,1,1,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69204568,-93.38609804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",138,5,5,4.59,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69149655,-93.38609439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",139,5,5,4.59,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69369569,-93.38533914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",140,5,5,3.61,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69314655,-93.38533549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",141,2,2,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69259742,-93.38533185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",142,5,5,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69204828,-93.38532821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",143,4,4,1.64,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69424741,-93.38457292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",144,4,4,5.25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69369828,-93.38456928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",145,3,3,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69314915,-93.38456565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",146,2,2,2.62,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69260001,-93.38456201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",147,5,5,1.97,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69205088,-93.38455838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",148,5,5,2.3,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69150174,-93.38455475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",149,5,5,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69425,-93.38380306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",150,1,1,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69370087,-93.38379943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",151,4,4,3.61,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69315174,-93.3837958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",152,5,5,3.94,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6926026,-93.38379218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",153,2,2,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69205347,-93.38378855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",154,5,5,2.62,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69150433,-93.38378492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",155,5,5,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69425259,-93.3830332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",156,4,4,3.61,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69370345,-93.38302958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",157,4,4,2.3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69315432,-93.38302596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",158,4,4,3.28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69260518,-93.38302234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",159,5,5,2.95,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69205605,-93.38301872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",160,3,3,1.64,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69150691,-93.3830151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",161,5,5,2.95,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6948043,-93.38226695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",162,5,5,5.58,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69425517,-93.38226333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",163,1,1,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69370603,-93.38225972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",164,5,5,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6931569,-93.38225611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",165,3,3,2.95,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69260776,-93.3822525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",166,5,5,2.95,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69425774,-93.38149347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",167,5,5,2.62,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69370861,-93.38148987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Three Rivers Park District,justin.valenty@threeriversparks.org,70002200,9/3/2019,5,48:15.8,"Justin Valenty, Unnamed hardworking surveyor(s)",168,2,2,2.62,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.69315947,-93.38148626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
