"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","nitella_sp","myriophyllum_sibiricum","potamogeton_amplifolius","zannichellia_palustris","utricularia_vulgaris","najas_guadalupensis","chara_globularis","lemna_sp","typha_sp","typha_angustifolia","latitude","longitude","aquatic_moss","potamogeton_friesii","potamogeton_gramineus","sagittaria_sp","lake_name","sparganium_sp","unk_sp","wolffia_columbiana","eleocharis_acicularis","scirpus_sp","stuckenia_filiformis","ranunculus_sceleratus","substrate","persicaria_amphibia","iris_versicolor","iris_sp","sta_nbr.1","sta_nbr.2","utricularia_minor","riccia_sp","nitella_furcata","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7221","3","14","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"377",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","6842",NA,"8",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"3",NA,NA,"X",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","6836",NA,"2",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"252",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7217","3","11",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"392",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7208","3","5",NA,NA,NA,NA,NA,"3",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"407",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","6850","3","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"395",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","6849","2","4",NA,NA,NA,NA,NA,"3","2",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7218","3","4",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"405",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7243","3","13","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"358",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7236","3","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"374",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7233","3","13",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7606",NA,"5",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"X","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7607",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7223","3","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"376",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7241",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"324",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7229","3","3",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7608",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7227","3","6","2",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"389",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7228","2","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7605",NA,"4",NA,NA,NA,NA,NA,"3","2",NA,NA,"2",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7222",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"362",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7247",NA,"2",NA,NA,NA,NA,NA,"2",NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7237","3","7",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"388",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7610","3","7","2",NA,NA,"2",NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7609","3","5",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7224","3","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"390",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7614",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7613","3","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7244","3","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7604","2","4",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7242",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"342",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7615",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7612",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7248",NA,"2",NA,NA,NA,"3",NA,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7225","3","3",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7234","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"343",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7246","3","7",NA,NA,NA,NA,NA,"3",NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7231",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7232","2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"306",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7616",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7239",NA,"2",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7238","2","5",NA,NA,NA,NA,NA,"3",NA,NA,NA,"2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"401",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7230",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"307",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7235","3","13",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7240",NA,"14","2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"305",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7611","2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,FALSE,TRUE,TRUE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10005900","2021-07-21","4","4/6/2023 14:52","Andrew Edgcumbe,Matthew Nelson,Jessica Norby,Andrew Dickhart,","7245","3","5","2",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"waconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"387",NA,NA,NA,NA,FALSE,TRUE,TRUE
